,product_id,category,animal,size,price,sales,rating,repeat_purchase
462,463,Medicine,Dog,small,29.98,1081.52,7.0,Y
463,464,Medicine,Fish,small,19.98,662.74,3.0,Y
464,465,Equipment,Cat,medium,22.99,794.74,5.0,N
465,466,Food,Cat,medium,26.15,836.75,4.0,Y
466,467,Toys,Bird,large,53.97,2246.77,8.0,Y
467,468,Housing,Dog,small,30.96,868.61,6.0,N
468,469,Accessory,Bird,large,43.04,1422.27,5.0,Y
469,470,Food,Bird,large,51.04,1861.15,4.0,Y
470,471,Toys,Cat,small,28.064999999999998,1354.1,0.0,Y
471,472,Medicine,Dog,medium,28.064999999999998,842.07,0.0,N
472,473,Equipment,Cat,medium,23.14,797.38,6.0,N
473,474,Equipment,Cat,small,28.3,1047.8,3.0,N
474,475,Medicine,Cat,medium,19.94,735.52,6.0,Y
475,476,Food,Fish,small,26.22,735.94,2.0,N
476,477,Medicine,Fish,medium,14.99,461.05,5.0,Y
477,478,Accessory,Dog,medium,22.98,578.38,3.0,Y
478,479,Toys,Dog,small,38.98,1415.14,4.0,N
479,480,Equipment,Fish,small,23.09,710.71,6.0,N
480,481,Medicine,Dog,medium,25.06,842.67,5.0,Y
481,482,Food,Dog,medium,28.064999999999998,888.34,0.0,N
482,483,Medicine,Dog,medium,28.064999999999998,840.67,0.0,Y
483,484,Toys,Fish,small,29.01,971.13,6.0,N
484,485,Medicine,Bird,small,39.79,1476.14,5.0,Y
485,486,Accessory,Bird,large,43.03,1424.58,5.0,Y
486,487,Medicine,Cat,small,24.74,977.78,7.0,Y
487,488,Housing,Fish,medium,15.95,369.07,3.0,Y
488,489,Equipment,Fish,small,23.07,702.33,5.0,N
489,490,Housing,Dog,small,30.93,886.42,6.0,Y
490,491,Equipment,Cat,small,27.83,1025.24,4.0,Y
491,492,Toys,Cat,small,28.064999999999998,1371.3,0.0,Y
492,493,Housing,Dog,small,30.81,864.88,3.0,Y
493,494,Food,Bird,medium,40.83,1196.56,4.0,Y
494,495,Food,Dog,large,40.91,1460.29,6.0,Y
495,496,Food,Fish,small,25.7,727.87,3.0,Y
496,497,Food,Cat,small,31.03,1072.2,6.0,Y
497,498,Equipment,Dog,large,37.89,1440.06,4.0,Y
498,499,Equipment,Cat,medium,22.9,787.62,6.0,N
499,500,Toys,Fish,large,34.17,1296.58,5.0,Y
500,501,Housing,Cat,small,28.064999999999998,830.74,0.0,N
501,502,Housing,Bird,medium,36.01,962.21,5.0,N
502,503,Housing,Fish,medium,16.17,374.04,4.0,Y
503,504,Medicine,Cat,medium,28.064999999999998,735.57,0.0,N
504,505,Housing,Fish,medium,15.94,365.3,4.0,N
505,506,Housing,Bird,small,40.97,1204.78,6.0,Y
506,507,Accessory,Bird,medium,33.04,861.89,5.0,Y
507,508,Housing,Dog,medium,26.2,678.22,2.0,Y
508,509,Toys,Dog,small,39.19,1419.66,3.0,Y
509,510,Medicine,Cat,medium,19.97,736.3,6.0,Y
510,511,Housing,Dog,medium,26.03,675.41,7.0,N
511,512,Food,Cat,large,36.0,1408.16,6.0,Y
512,513,Toys,Dog,small,38.66,1403.4,5.0,N
513,514,Toys,Fish,medium,23.95,742.87,7.0,Y
514,515,Accessory,Dog,medium,22.88,577.12,4.0,N
515,516,Housing,Fish,large,25.93,784.8,3.0,Y
516,517,Medicine,Cat,small,25.29,1001.91,7.0,Y
517,518,Toys,Dog,large,44.03,1797.02,7.0,Y
518,519,Food,Cat,medium,25.9,831.78,3.0,Y
519,520,Medicine,Cat,medium,19.91,735.01,8.0,Y
520,521,Toys,Cat,small,33.91,1337.11,9.0,N
521,522,Toys,Dog,medium,28.064999999999998,1159.18,0.0,Y
522,523,Housing,Dog,medium,26.09,671.89,3.0,N
523,524,Medicine,Fish,small,19.89,661.23,6.0,N
524,525,Accessory,Dog,large,33.06,1063.55,2.0,N
525,526,Accessory,Bird,medium,32.96,856.75,5.0,Y
526,527,Equipment,Fish,small,22.69,695.63,6.0,Y
527,528,Medicine,Cat,small,24.78,975.55,6.0,Y
528,529,Housing,Cat,small,25.92,820.26,3.0,N
529,530,Toys,Fish,small,29.09,979.48,8.0,Y
530,531,Accessory,Fish,small,18.09,446.76,3.0,N
531,532,Food,Bird,large,50.9,1862.12,7.0,Y
532,533,Equipment,Cat,small,28.15,1040.73,8.0,Y
533,534,Toys,Cat,small,34.18,1357.61,7.0,N
534,535,Toys,Cat,small,34.03,1347.16,7.0,Y
535,536,Equipment,Cat,small,28.03,1035.32,6.0,N
536,537,Medicine,Dog,medium,25.16,846.37,3.0,N
537,538,Housing,Dog,small,28.064999999999998,887.93,0.0,Y
538,539,Equipment,Cat,medium,28.064999999999998,795.71,0.0,Y
539,540,Housing,Fish,large,25.91,775.92,3.0,Y
540,541,Housing,Dog,medium,25.98,676.72,3.0,Y
541,542,Medicine,Cat,medium,20.11,745.46,5.0,Y
542,543,Housing,Dog,large,36.09,1187.66,4.0,Y
543,544,Medicine,Fish,large,24.88,942.65,6.0,Y
544,545,Accessory,Dog,medium,22.93,574.75,1.0,Y
545,546,Toys,Cat,small,34.28,1354.57,6.0,Y
546,547,Toys,Cat,medium,29.05,1079.88,7.0,Y
547,548,Food,Dog,small,35.99,1130.21,3.0,Y
548,549,Toys,Bird,small,49.02,1820.0,5.0,Y
549,550,Food,Fish,large,31.16,1028.57,6.0,N
550,551,Equipment,Cat,small,28.27,1048.08,7.0,Y
551,552,Food,Fish,medium,21.14,548.11,3.0,N
552,553,Equipment,Dog,medium,27.93,871.63,6.0,Y
553,554,Equipment,Fish,small,22.97,705.93,5.0,N
554,555,Toys,Cat,medium,28.84,1070.85,4.0,N
555,556,Medicine,Fish,medium,14.94,459.89,6.0,Y
556,557,Medicine,Dog,large,35.05,1422.39,7.0,Y
557,558,Toys,Cat,medium,28.89,1073.93,4.0,Y
558,559,Equipment,Cat,small,27.98,1031.86,5.0,Y
559,560,Toys,Dog,small,39.21,1421.19,5.0,N
560,561,Food,Dog,large,41.12,1469.55,5.0,Y
561,562,Food,Bird,medium,41.0,1205.59,4.0,Y
562,563,Food,Fish,small,26.06,740.27,5.0,Y
563,564,Toys,Fish,small,29.25,979.88,5.0,Y
564,565,Medicine,Cat,small,28.064999999999998,992.07,0.0,Y
565,566,Medicine,Cat,small,28.064999999999998,999.75,0.0,Y
566,567,Toys,Cat,small,34.33,1374.83,5.0,N
567,568,Food,Dog,medium,30.96,885.69,4.0,Y
568,569,Equipment,Cat,small,27.94,1030.84,5.0,Y
569,570,Food,Dog,medium,30.94,887.11,3.0,N
570,571,Food,Bird,medium,28.064999999999998,1202.85,0.0,Y
571,572,Toys,Cat,small,34.23,1359.67,7.0,Y
572,573,Medicine,Cat,medium,19.94,735.1,7.0,Y
573,574,Equipment,Dog,small,33.11,1107.81,2.0,N
574,575,Toys,Fish,small,28.74,963.92,5.0,N
575,576,Medicine,Cat,medium,20.09,741.2,5.0,N
576,577,Toys,Cat,medium,29.16,1084.45,5.0,Y
577,578,Toys,Cat,small,28.064999999999998,1353.09,0.0,Y
578,579,Equipment,Cat,small,27.79,1026.51,5.0,N
579,580,Toys,Dog,large,44.0,1790.98,9.0,N
580,581,Equipment,Cat,small,28.13,1035.27,7.0,Y
581,582,Accessory,Dog,large,32.97,1058.07,3.0,Y
582,583,Housing,Cat,medium,20.98,616.62,5.0,Y
583,584,Toys,Fish,medium,23.82,735.3,5.0,Y
584,585,Food,Dog,large,41.01,1453.78,6.0,N
585,586,Equipment,Cat,medium,23.33,808.45,4.0,Y
586,587,Housing,Bird,medium,35.96,965.12,1.0,Y
587,588,Food,Bird,large,50.99,1855.21,6.0,Y
588,589,Accessory,Bird,medium,33.0,861.52,4.0,N
589,590,Equipment,Fish,small,23.0,704.78,4.0,Y
590,591,Food,Dog,medium,31.16,885.52,3.0,Y
591,592,Equipment,Cat,small,28.064999999999998,1034.86,0.0,N
592,593,Equipment,Cat,small,27.94,1030.82,4.0,Y
593,594,unknown,Fish,medium,17.95,509.93,5.0,Y
594,595,Housing,Cat,medium,28.064999999999998,614.35,0.0,N
595,596,Food,Cat,medium,25.92,828.76,5.0,Y
596,597,Toys,Fish,small,28.91,975.67,5.0,N
597,598,Equipment,Cat,small,27.99,1032.53,5.0,Y
598,599,Equipment,Bird,small,42.86,1484.04,5.0,Y
599,600,Medicine,Cat,medium,19.99,735.73,3.0,Y
600,601,Equipment,Cat,medium,23.0,793.54,3.0,Y
601,602,unknown,Dog,small,28.064999999999998,1113.97,0.0,N
602,603,Equipment,Cat,small,27.91,1029.65,4.0,Y
603,604,Accessory,Bird,large,43.01,1417.0,5.0,N
604,605,Equipment,Cat,small,28.1,1040.27,6.0,Y
605,606,Food,Bird,large,28.064999999999998,1861.87,0.0,N
606,607,Equipment,Cat,small,27.98,1026.38,3.0,N
607,608,Housing,Cat,small,25.85,814.58,5.0,Y
608,609,Toys,Fish,small,28.79,964.58,6.0,N
609,610,Medicine,Dog,medium,25.2,850.43,7.0,N
610,611,Food,Dog,medium,30.92,885.53,6.0,Y
611,612,Food,Bird,medium,41.15,1207.5,6.0,Y
612,613,Medicine,Dog,small,30.08,1084.15,3.0,Y
613,614,Housing,Dog,small,31.23,893.06,1.0,Y
614,615,Toys,Cat,small,34.25,1354.26,8.0,Y
615,616,Toys,Cat,small,33.84,1351.85,6.0,N
616,617,Housing,Dog,medium,26.03,670.66,2.0,Y
617,618,Housing,Fish,large,25.9,778.16,3.0,Y
618,619,Medicine,Dog,medium,24.82,833.26,5.0,Y
619,620,Toys,Cat,small,28.064999999999998,1350.95,0.0,N
620,621,Toys,Fish,small,29.02,967.03,5.0,Y
621,622,Food,Bird,medium,40.96,1208.98,5.0,N
622,623,Food,Bird,large,50.92,1852.79,4.0,Y
623,624,Accessory,Dog,large,28.064999999999998,1065.28,0.0,N
624,625,Housing,Cat,medium,20.87,609.01,7.0,N
625,626,Medicine,Fish,small,20.0,662.86,5.0,Y
626,627,Toys,Fish,small,28.064999999999998,965.99,0.0,N
627,628,Toys,Cat,small,34.06,1365.83,9.0,Y
628,629,Housing,Fish,medium,15.99,372.62,4.0,N
629,630,Medicine,Fish,medium,15.14,467.23,5.0,Y
630,631,Housing,Fish,medium,15.95,366.79,4.0,Y
631,632,Equipment,Cat,small,28.15,1031.46,6.0,N
632,633,Food,Cat,large,36.05,1409.62,3.0,Y
633,634,unknown,Dog,medium,28.1,872.04,4.0,N
634,635,Medicine,Dog,medium,25.04,845.75,4.0,N
635,636,Medicine,Fish,medium,15.16,471.66,6.0,N
636,637,Housing,Cat,medium,20.84,610.48,2.0,Y
637,638,Housing,Dog,medium,25.97,670.87,4.0,Y
638,639,Toys,Dog,small,39.09,1424.13,3.0,Y
639,640,Food,Dog,medium,31.15,886.18,6.0,N
640,641,Housing,Dog,large,36.09,1188.68,4.0,N
641,642,Equipment,Cat,small,27.82,1023.28,9.0,Y
642,643,Toys,Cat,small,33.86,1336.18,8.0,N
643,644,Accessory,Cat,large,28.0,998.18,4.0,N
644,645,Food,Cat,small,30.74,1053.2,5.0,Y
645,646,Equipment,Cat,small,27.85,1031.22,4.0,Y
646,647,Equipment,Cat,medium,22.87,787.4,7.0,N
647,648,Equipment,Cat,small,28.1,1032.94,4.0,N
648,649,Food,Bird,large,51.04,1853.37,4.0,Y
649,650,Food,Cat,small,31.27,1082.95,6.0,N
650,651,Equipment,Cat,small,27.92,1034.36,6.0,Y
651,652,Medicine,Dog,small,28.064999999999998,1086.33,0.0,N
652,653,Toys,Bird,large,54.02,2254.99,8.0,N
653,654,Equipment,Fish,small,22.98,702.76,5.0,N
654,655,Food,Fish,small,26.16,734.68,4.0,N
655,656,Medicine,Cat,small,25.04,995.73,6.0,Y
656,657,Equipment,Cat,small,27.86,1027.15,3.0,Y
657,658,Housing,Dog,large,35.92,1182.28,6.0,Y
658,659,Food,Cat,medium,25.86,826.9,3.0,Y
659,660,Equipment,Cat,medium,23.09,792.03,4.0,Y
660,661,Toys,Cat,small,34.09,1355.96,8.0,N
661,662,Housing,Fish,medium,15.91,369.09,3.0,N
662,663,Equipment,Cat,small,28.02,1033.6,4.0,N
663,664,Food,Dog,small,36.07,1133.67,4.0,N
664,665,Medicine,Dog,small,28.064999999999998,1089.32,0.0,N
665,666,Food,Fish,small,26.09,732.64,3.0,N
666,667,Medicine,Cat,small,24.92,983.26,3.0,Y
667,668,Accessory,Fish,small,18.14,451.79,3.0,Y
668,669,Food,Dog,large,40.83,1456.02,4.0,Y
669,670,Housing,Dog,medium,26.06,675.27,4.0,Y
670,671,Accessory,Fish,medium,12.85,286.94,1.0,Y
671,672,Food,Cat,medium,26.11,836.46,7.0,N
672,673,Medicine,Fish,small,19.78,663.24,6.0,Y
673,674,Medicine,Cat,small,24.76,976.59,7.0,Y
674,675,Housing,Fish,large,25.94,784.18,4.0,Y
675,676,Toys,Dog,small,39.07,1413.09,5.0,N
676,677,Toys,Cat,medium,29.22,1083.7,8.0,N
677,678,Medicine,Cat,small,24.9,981.78,8.0,N
678,679,Medicine,Fish,medium,15.21,465.62,5.0,Y
679,680,Equipment,Cat,small,28.0,1037.85,6.0,N
680,681,Medicine,Cat,small,25.0,992.35,8.0,N
681,682,Medicine,Fish,medium,14.96,462.92,6.0,Y
682,683,Housing,Cat,small,25.82,818.94,5.0,Y
683,684,Toys,Cat,medium,28.93,1074.29,4.0,Y
684,685,Food,Dog,small,35.84,1116.7,5.0,N
685,686,Medicine,Fish,medium,14.96,459.81,4.0,Y
686,687,Equipment,Dog,medium,27.97,866.65,6.0,N
687,688,Accessory,Cat,large,28.29,1009.17,4.0,N
688,689,Food,Cat,small,30.84,1064.04,4.0,Y
689,690,Equipment,Cat,small,27.91,1029.62,6.0,Y
690,691,Housing,Cat,small,25.95,824.36,7.0,Y
691,692,Toys,Fish,small,28.064999999999998,974.33,0.0,Y
692,693,Accessory,Bird,large,43.13,1422.67,5.0,Y
693,694,Toys,Fish,small,28.064999999999998,968.02,0.0,Y
694,695,Toys,Fish,small,28.93,959.82,6.0,Y
695,696,Food,Dog,small,36.12,1127.48,5.0,N
696,697,Equipment,Fish,small,22.8,700.69,5.0,Y
697,698,Equipment,Fish,small,22.89,698.36,4.0,Y
698,699,Food,Cat,large,36.02,1413.13,7.0,Y
699,700,Housing,Dog,large,36.21,1196.63,8.0,Y
700,701,Medicine,Dog,large,34.93,1430.7,9.0,N
701,702,Equipment,Fish,small,23.02,701.28,3.0,N
702,703,Equipment,Cat,medium,22.84,785.16,4.0,N
703,704,unknown,Bird,small,28.064999999999998,1085.02,0.0,Y
704,705,Medicine,Cat,small,24.86,979.63,7.0,Y
705,706,Equipment,Cat,medium,23.03,795.76,7.0,N
706,707,Equipment,Dog,medium,27.98,869.46,5.0,Y
707,708,Accessory,Cat,medium,18.1,516.87,4.0,Y
708,709,Equipment,Dog,medium,28.064999999999998,872.4,0.0,N
709,710,Toys,Fish,small,29.11,973.54,3.0,N
710,711,Accessory,Dog,medium,22.96,575.3,3.0,Y
711,712,Equipment,Cat,medium,23.01,791.79,4.0,N
712,713,Accessory,Fish,large,22.99,677.59,4.0,Y
713,714,Equipment,Fish,small,28.064999999999998,705.17,0.0,Y
714,715,Medicine,Cat,small,24.95,981.83,7.0,N
715,716,Medicine,Cat,medium,20.06,741.31,7.0,N
716,717,Equipment,Cat,small,27.88,1034.76,5.0,Y
717,718,Accessory,Cat,medium,17.99,514.68,4.0,Y
718,719,Housing,Cat,small,25.96,828.28,4.0,N
719,720,Toys,Fish,small,28.89,962.99,4.0,Y
720,721,Housing,Cat,medium,20.83,612.54,4.0,Y
721,722,Housing,Cat,medium,21.14,618.85,7.0,Y
722,723,Medicine,Cat,large,29.86,1315.87,7.0,N
723,724,Medicine,Fish,small,28.064999999999998,655.11,0.0,Y
724,725,Equipment,Fish,medium,18.22,512.56,2.0,Y
725,726,Housing,Cat,small,25.96,822.82,4.0,N
726,727,Toys,Fish,medium,23.92,741.3,4.0,Y
727,728,Toys,Dog,large,43.92,1793.71,6.0,Y
728,729,Food,Bird,small,45.98,1450.78,5.0,N
729,730,Medicine,Fish,large,28.064999999999998,942.52,0.0,Y
730,731,Medicine,Dog,large,34.95,1414.51,7.0,N
731,732,Equipment,Cat,small,28.03,1027.94,5.0,N
732,733,Equipment,Dog,medium,27.87,862.21,3.0,Y
733,734,Housing,Cat,small,25.72,811.65,3.0,Y
734,735,unknown,Cat,small,25.03,989.97,6.0,N
735,736,Medicine,Fish,small,20.13,668.35,5.0,N
736,737,Food,Fish,medium,21.01,546.78,4.0,N
737,738,Equipment,Fish,large,28.064999999999998,988.54,0.0,Y
738,739,Medicine,Dog,large,35.09,1423.65,9.0,N
739,740,Equipment,Fish,medium,17.95,508.24,5.0,Y
740,741,Toys,Dog,small,39.24,1415.71,4.0,N
741,742,Housing,Fish,medium,16.1,375.48,4.0,N
742,743,Housing,Dog,medium,26.19,678.2,5.0,N
743,744,Food,Dog,large,28.064999999999998,1454.29,0.0,Y
744,745,Food,Fish,large,31.0,1020.52,6.0,Y
745,746,Housing,Fish,large,26.07,788.32,4.0,Y
746,747,Toys,Cat,small,34.05,1351.58,4.0,Y
747,748,Equipment,Dog,small,28.064999999999998,1111.1,0.0,Y
748,749,Medicine,Cat,small,28.064999999999998,994.09,0.0,Y
749,750,Housing,Bird,medium,35.95,958.44,2.0,N
750,751,Medicine,Fish,small,19.98,670.39,4.0,Y
751,752,Food,Dog,large,41.07,1466.78,6.0,Y
752,753,Toys,Fish,medium,24.06,747.21,7.0,Y
753,754,Housing,Fish,large,25.83,776.93,3.0,Y
754,755,Housing,Fish,medium,16.02,369.05,2.0,Y
755,756,Food,Dog,small,36.16,1121.32,4.0,N
756,757,Toys,Fish,small,28.98,965.14,7.0,N
757,758,Toys,Fish,small,28.86,966.92,4.0,Y
758,759,Equipment,Fish,large,27.9,982.61,4.0,Y
759,760,Equipment,Dog,small,32.85,1107.57,5.0,Y
760,761,Accessory,Fish,large,23.09,676.76,4.0,Y
761,762,Medicine,Dog,large,34.94,1416.24,9.0,N
762,763,Toys,Cat,medium,29.0,1076.74,7.0,N
763,764,Food,Dog,medium,30.87,880.81,3.0,N
764,765,Toys,Fish,small,29.26,981.65,6.0,N
765,766,Equipment,Fish,small,28.064999999999998,702.4,0.0,N
766,767,Equipment,Cat,small,27.78,1020.3,7.0,Y
767,768,Equipment,Cat,small,27.71,1019.84,6.0,Y
768,769,Toys,Cat,large,39.01,1716.93,8.0,N
769,770,Toys,Cat,small,33.84,1337.08,7.0,Y
770,771,Food,Bird,small,45.99,1468.07,3.0,Y
771,772,Medicine,Fish,small,19.94,664.58,5.0,Y
772,773,Housing,Bird,medium,35.95,956.18,5.0,N
773,774,Toys,Fish,medium,24.02,741.25,5.0,Y
774,775,Equipment,Fish,small,23.18,705.78,4.0,N
775,776,Equipment,Fish,small,22.7,692.32,5.0,Y
776,777,Accessory,Bird,large,43.16,1430.35,6.0,N
777,778,Food,Fish,large,30.94,1016.25,3.0,Y
778,779,Food,Bird,medium,41.1,1205.54,5.0,N
779,780,Medicine,Fish,small,19.94,662.95,7.0,Y
780,781,Toys,Fish,small,29.01,973.67,7.0,Y
781,782,Accessory,Fish,medium,13.13,291.19,1.0,Y
782,783,Accessory,Dog,medium,23.02,576.16,4.0,Y
783,784,Food,Dog,large,41.02,1464.26,6.0,N
784,785,Medicine,Cat,medium,20.13,752.27,6.0,Y
785,786,Accessory,Dog,large,33.11,1062.8,7.0,N
786,787,Food,Cat,small,30.96,1071.46,6.0,Y
787,788,Toys,Cat,small,34.29,1349.46,4.0,N
788,789,Equipment,Cat,small,28.02,1026.59,5.0,Y
789,790,Food,Bird,small,46.22,1469.39,5.0,N
790,791,Medicine,Cat,medium,28.064999999999998,740.1,0.0,Y
791,792,Equipment,Cat,small,27.78,1030.51,5.0,Y
792,793,Housing,Fish,medium,16.12,374.64,3.0,Y
793,794,Equipment,Cat,small,27.76,1020.3,6.0,Y
794,795,Housing,Dog,small,31.06,880.33,3.0,N
795,796,Housing,Fish,large,25.87,778.46,4.0,Y
796,797,Food,Cat,medium,25.98,829.32,7.0,Y
797,798,Toys,Cat,small,34.08,1348.14,7.0,N
798,799,Equipment,Cat,small,27.86,1026.84,5.0,Y
799,800,Toys,Cat,small,34.02,1355.03,6.0,Y
800,801,Toys,Fish,medium,28.064999999999998,742.48,0.0,N
801,802,Housing,Fish,medium,16.02,368.24,4.0,Y
802,803,Housing,Fish,large,25.82,776.97,5.0,N
803,804,Food,Dog,medium,30.9,885.44,3.0,N
804,805,Toys,Cat,small,34.1,1342.9,6.0,N
805,806,Food,Cat,small,30.8,1058.71,4.0,Y
806,807,Equipment,Cat,small,27.69,1026.36,5.0,Y
807,808,Medicine,Cat,medium,28.064999999999998,743.09,0.0,Y
808,809,Toys,Fish,medium,23.89,747.3,3.0,Y
809,810,Equipment,Dog,small,33.04,1109.25,4.0,N
810,811,Housing,Bird,small,40.92,1198.74,5.0,Y
811,812,Food,Bird,medium,40.89,1205.12,3.0,Y
812,813,Housing,Fish,small,20.92,530.85,4.0,Y
813,814,Housing,Bird,medium,35.99,965.29,4.0,Y
814,815,Medicine,Dog,medium,24.88,844.07,4.0,Y
815,816,Medicine,Fish,large,25.46,960.09,5.0,Y
816,817,Toys,Cat,small,33.95,1356.63,6.0,N
817,818,Food,Bird,small,45.98,1470.95,4.0,N
818,819,Equipment,Cat,small,28.14,1040.25,7.0,N
819,820,Medicine,Fish,small,20.09,668.82,6.0,Y
820,821,Medicine,Dog,small,29.95,1086.46,6.0,Y
821,822,Equipment,Cat,small,28.11,1040.08,7.0,Y
822,823,Accessory,Cat,small,23.13,717.93,6.0,N
823,824,Medicine,Cat,small,24.94,980.93,4.0,N
824,825,Housing,Dog,small,30.98,876.43,6.0,Y
825,826,Equipment,Cat,medium,22.98,790.28,5.0,Y
826,827,Housing,Bird,small,40.93,1195.06,4.0,Y
827,828,Equipment,Cat,small,28.36,1041.38,7.0,N
828,829,Medicine,Cat,medium,20.02,745.34,7.0,N
829,830,Equipment,Cat,small,28.02,1034.11,7.0,Y
830,831,Medicine,Cat,small,24.91,984.06,6.0,N
831,832,Medicine,Dog,medium,24.85,831.99,3.0,Y
832,833,Toys,Cat,small,33.88,1349.47,3.0,Y
833,834,Housing,Fish,small,21.22,544.35,5.0,Y
834,835,Housing,Fish,large,25.93,781.99,4.0,N
835,836,Food,Dog,medium,31.0,886.74,3.0,Y
836,837,Accessory,Bird,large,42.99,1415.63,6.0,N
837,838,Toys,Cat,small,34.12,1354.43,7.0,Y
838,839,Housing,Fish,medium,16.16,375.45,4.0,Y
839,840,Equipment,Cat,small,28.02,1038.37,5.0,N
840,841,Food,Dog,medium,30.97,893.82,4.0,Y
841,842,Equipment,Cat,small,28.3,1047.36,4.0,N
842,843,unknown,Cat,small,28.14,1040.57,7.0,Y
843,844,Equipment,Cat,small,28.18,1035.68,6.0,Y
844,845,Housing,Dog,medium,25.88,675.98,6.0,Y
845,846,Medicine,Fish,small,20.07,666.34,3.0,N
846,847,Medicine,Fish,medium,14.89,459.46,4.0,Y
847,848,Food,Cat,small,30.85,1061.36,4.0,Y
848,849,Accessory,Fish,large,22.88,671.44,2.0,Y
849,850,Food,Dog,large,40.97,1452.61,6.0,N
850,851,Accessory,Bird,medium,33.08,857.2,5.0,Y
851,852,Medicine,Dog,medium,25.1,842.65,6.0,Y
852,853,Food,Bird,medium,41.0,1205.26,5.0,Y
853,854,Medicine,Cat,medium,19.93,738.82,8.0,Y
854,855,Equipment,Cat,small,27.9,1038.63,5.0,N
855,856,Housing,Cat,small,25.86,826.49,1.0,Y
856,857,Medicine,Fish,small,19.83,660.5,4.0,Y
857,858,Accessory,Bird,large,42.92,1410.58,5.0,N
858,859,Equipment,Cat,small,27.84,1031.58,4.0,N
859,860,Accessory,Dog,large,33.13,1063.88,4.0,Y
860,861,Food,Dog,medium,31.14,890.38,3.0,N
861,862,Equipment,Cat,small,27.97,1036.56,3.0,N
862,863,Toys,Cat,large,38.99,1724.15,7.0,Y
863,864,Housing,Cat,medium,21.21,619.91,4.0,Y
864,865,Equipment,Dog,large,37.87,1441.13,8.0,N
865,866,Housing,Cat,small,26.0,825.1,6.0,Y
866,867,Toys,Cat,small,33.86,1335.86,6.0,N
867,868,Equipment,Cat,small,28.13,1037.69,3.0,Y
868,869,Equipment,Cat,small,27.74,1022.85,7.0,N
869,870,Equipment,Cat,small,28.12,1028.41,5.0,Y
870,871,Toys,Fish,small,28.99,979.7,3.0,Y
871,872,Housing,Dog,small,30.96,867.54,6.0,N
872,873,Accessory,Fish,large,23.12,675.29,6.0,Y
873,874,Housing,Fish,medium,16.03,371.78,5.0,N
874,875,Housing,Cat,medium,20.99,614.98,3.0,Y
875,876,Equipment,Fish,medium,18.13,511.4,5.0,Y
876,877,Equipment,Cat,small,28.04,1038.43,4.0,Y
877,878,Toys,Dog,small,39.07,1420.2,6.0,N
878,879,Food,Fish,medium,20.95,538.59,2.0,N
879,880,Toys,Cat,small,33.97,1354.37,7.0,Y
880,881,Equipment,Fish,small,22.98,702.46,6.0,Y
881,882,Housing,Fish,small,21.21,539.3,2.0,N
882,883,Equipment,Cat,medium,22.87,790.8,6.0,Y
883,884,Equipment,Cat,small,27.94,1034.08,5.0,N
884,885,Toys,Cat,small,34.07,1342.9,6.0,N
885,886,Equipment,Dog,small,28.064999999999998,1104.13,0.0,Y
886,887,Medicine,Bird,medium,28.064999999999998,1200.71,0.0,Y
887,888,Equipment,Cat,small,28.22,1041.84,6.0,N
888,889,Medicine,Dog,small,30.12,1086.5,3.0,Y
889,890,Equipment,Cat,small,28.064999999999998,1028.48,0.0,Y
890,891,Equipment,Cat,small,27.9,1032.07,5.0,Y
891,892,Toys,Fish,large,34.15,1295.24,7.0,N
892,893,Equipment,Cat,small,28.1,1031.91,4.0,N
893,894,Medicine,Fish,large,25.09,946.65,4.0,Y
894,895,Equipment,Fish,small,28.064999999999998,705.52,0.0,Y
895,896,Toys,Cat,small,33.97,1332.09,7.0,Y
896,897,Housing,Fish,medium,16.12,374.75,5.0,Y
897,898,Toys,Dog,medium,34.07,1157.99,5.0,N
898,899,Equipment,Cat,small,28.08,1034.93,6.0,N
899,900,Toys,Fish,large,34.1,1300.55,9.0,N
900,901,Food,Fish,small,25.78,722.29,4.0,N
901,902,Equipment,Cat,small,28.03,1029.89,6.0,N
902,903,Housing,Dog,small,30.78,873.15,7.0,Y
903,904,Medicine,Fish,small,20.02,666.64,3.0,Y
904,905,Equipment,Cat,small,28.06,1037.46,4.0,Y
905,906,Housing,Dog,medium,26.15,677.08,3.0,Y
906,907,Food,Cat,small,31.08,1068.61,5.0,N
907,908,Equipment,Cat,small,28.2,1043.24,6.0,N
908,909,Housing,Dog,medium,26.01,673.01,4.0,Y
909,910,Equipment,Cat,medium,22.99,790.78,6.0,Y
910,911,Medicine,Fish,small,28.064999999999998,662.31,0.0,N
911,912,Accessory,Bird,large,42.93,1412.1,4.0,Y
912,913,Food,Dog,medium,31.11,893.03,6.0,Y
913,914,unknown,Dog,medium,34.07,1148.89,5.0,Y
914,915,Toys,Cat,small,33.95,1348.27,7.0,N
915,916,Equipment,Bird,small,43.1,1481.11,7.0,N
916,917,Medicine,Fish,small,20.04,667.84,6.0,N
917,918,Medicine,Fish,medium,14.96,460.07,6.0,N
918,919,Equipment,Fish,small,23.06,704.66,3.0,Y
919,920,Equipment,Fish,small,23.09,706.5,4.0,Y
920,921,Toys,Cat,small,34.08,1355.69,7.0,Y
921,922,Accessory,Fish,small,17.95,441.1,3.0,Y
922,923,Equipment,Cat,small,27.99,1028.67,6.0,N
923,924,Accessory,Fish,large,28.064999999999998,669.43,0.0,N
924,925,Housing,Cat,small,28.064999999999998,827.23,0.0,Y
925,926,Food,Dog,medium,31.15,899.82,4.0,N
